Course number ,Class name ,crn #,section,time ,professor,
,,,G01,06:55 - 09:35 pm,"Hornberger,K",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6600,Managing People in Organizations,10025,G01,06:55 - 09:35 pm,"Balser,D",
,,,,,,
,,,Exam on campus Oct 5 & Nov 30.,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,06:55 - 09:35 pm,"Balser,D",
,,,,,,
,,,Exam on campus Oct 5 & Nov 30.,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,06:55 - 09:35 pm,"Balser,D",
,,,,,,
,,,Exam on campus Oct 5 & Nov 30.,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,06:55 - 09:35 pm,"Balser,D",
,,,,,,
,,,Exam on campus Oct 5 & Nov 30.,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,G01,ARR,"Balser,D",
,,,,,,
,,,Exam on campus Oct 5 & Nov 30.,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6750,Introduction to Evaluation Research,10040,G01,06:55 - 09:35 pm,"Tranel,M",
,Methods,,,,,
6751,Applied Evaluation Project,10039,G01,00:00 - 00:00 am,"Tranel,M",
,,,,,,
6800,Management Information Systems,10026,G01,06:55 - 09:35 pm,"Lacity,M",
,,,,,,
,,10027,G02,09:00 - 12:00 pm,"Lacity,M",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6850,Information Technology and the Public,10033,G01,09:00 - 05:00 pm,"Frank,J",
,and Nonprofit Sectors,,,,,
,,,G01,09:00 - 05:00 pm,"Frank,J",
,,,,,,
6950,Internship,10028,G01,ARR,"Jones,E",
,Special Consent Form Required,10029,G02,ARR,"Balser,D",
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,10030,G03,ARR,"Gros,J",
,,10032,G05,ARR,"Winkler,A",
Secondary Education,,,,,,
2010,Introduction to Inquiry Approaches to,15234,1,10:30 - 03:30 pm,"Von Der Heyde,N",
,STEM Education (STEP I),,,,,
,,,,,,
,,,,,,
,,,,,,
2011,Designing Inquiry-Based STEM,14920,1,ARR,"Von Der Heyde,N",
,Experiences (STEP II),,,,,
,,,,,,
,,,,,,
,,,,,,
4011,The Curriculum And Methods Of,11761,1,04:15 - 06:55 pm,"Easley,B",
,Teaching History And Social Studies,,,,,
,,,,,,
,,,,,,
4013,United States History For The,10584,1,04:15 - 06:55 pm,"TBA,I",
,Secondary Classroom,,,,,
,,,,,,
4090,American Government For The Secondary,11803,1,04:00 - 06:40 pm,"Neukomm,M",
,Classroom,,,,"Arnold,L",
,Same as Pol Sci 4090,,,,,
4240,Curriculum And Methods Of Teaching,11760,E01,05:30 - 08:10 pm,"Gaither,L",
,Physical Sciences,,,,,
,,,,,,
,,,,,,
4646,The Curriculum And Methods Of,11762,1,04:15 - 06:55 pm,"Candela,A",
,Teaching Math,,,,,
,,,,,,
,,,,,,
4880,Writing For Teachers,11763,1,04:00 - 06:30 pm,"Cartier,C",
,Same As Engl 4880,,,,,
,,,,,,
4885,The Curriculum And Methods Of,11764,1,04:15 - 06:55 pm,"Brosch,T",
,Teaching English,,,,,
,,,,,,
4985,Curriculum And Methods Of Teaching,12033,E01,05:30 - 08:10 pm,"Gaither,L",
,Life Sciences,,,,,
,,,,,,
,,,,,,
4989,Practicum I: Site-Based Experience,11765,1,ARR,"Ponder,D",
,Special consent number required to,,,,,
,enroll.,,,,,
,Clinical Experience @,,,,,
,clinicalexperience@umsl.edu OR,11766,2,ARR,"Robison,K",
,314-516-6792 to receive the required,,,,,
,consent.,,,,,
,,,,,,
,,11767,3,ARR,"Glickert,L",
,,,,,,
,,,,,,
,,,,,,
,,11768,4,ARR,"Foushee,K",
,,,,,,
,,,,,,
,,,,,,
,,11769,5,ARR,"Anthony,J",
,,,,,,
,,,,,,
,,,,,,
,,11770,6,ARR,"Granger,D",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,11771,7,ARR,"Gerke,K",
,,,,,,
,,,,,,
,,,,,,
,,11919,8,ARR,"Rhode,J",
,,,,,,
,,,,,,
,,,,,,
,,11934,9,ARR,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,11935,10,ARR,"Luckett,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11936,11,ARR,"Heavner,E",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4990,Practicum II: Site-Based Experience,11772,1,ARR,"Ponder,D",
,Special consent number required to,,,,,
,enroll.,,,,,
,Clinical Experience @,,,,,
,clinicalexperience@umsl.edu OR,11773,2,ARR,"Robison,K",
,314-516-6792 to receive the required,,,,,
,consent.,,,,,
,,,,,,
,,11900,3,ARR,"Glickert,L",
,,,,,,
,,,,,,
,,,,,,
,,11974,4,ARR,"Foushee,K",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11975,5,ARR,"Anthony,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11976,6,ARR,"Granger,D",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,11977,7,ARR,"Gerke,K",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11978,8,ARR,"Rhode,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11979,9,ARR,"TBA,I",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,12044,10,ARR,"Luckett,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,12045,11,ARR,"Heavner,E",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
4992,Practicum I: Site-Based Experience in,14739,1,08:00 - 12:00 pm,"Fleming,G",
,Music,,,,,
4993,Practicum II: 12-Week Site-Based,11774,1,ARR,"Smith,M",
,Experience in Music,,,,,
,,,,,,
4994,Practicum II: 4-Week Site-Based,11775,1,ARR,"Smith,M",
,Experience in Music,,,,,
,,,,,,
4995,Practicum I: Site-Based Experience in,15397,1,08:00 - 04:00 pm,"Peeno,M",
,Art,,,Please,"Fisher,J",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5989,Practicum I: Site Based Experience,12069,G01,ARR,"Ponder,D",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,SESSION,CMP,DAY,BLDG/ROOM,,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent.,,,,
,,Studio School Gallery 2,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent.,,,,
,,Studio School Gallery 3,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent.,,,,
,,Studio School Gallery 4,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent.,,,,
,,Studio School Gallery 5,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent.,,,,
,,Studio School Gallery 6,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent.,,,,
,,Studio School Gallery 7,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent.,,,,
,,Studio School Gallery 8,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,Regular,FLD,ARR,ARR,,
,,Special consent number required to enroll.,,,,
,,contact the Office of Clinical Experience @,,,,
,,clinicalexperience@umsl.edu OR 314-516-6792 to,,,,
,,receive the required consent.,,,,
,,Studio School Gallery 9,,,,
,,College of Education Supplemental Fee Applies.,,,,
,,See Cashiers website for details.,,,,
,,Page 263,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,12092,G10,ARR,"Luckett,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,12093,G11,ARR,"Heavner,E",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5990,Practicum II: Site Based Experience,11999,G01,ARR,"Ponder,D",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,12074,G02,ARR,"Robison,K",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,12077,G03,ARR,"Glickert,L",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,12085,G04,ARR,"Foushee,K",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,12086,G05,ARR,"Anthony,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,12094,G06,ARR,"Granger,D",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,12095,G07,ARR,"Gerke,K",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,12096,G08,ARR,"Rhode,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,12097,G09,ARR,"TBA,I",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,12098,G10,ARR,"Luckett,J",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,12099,G11,ARR,"Heavner,E",
,,,,Please,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5995,Practicum I: Site-Based Experience in,15398,G01,08:00 - 04:00 pm,"Peeno,M",
,Art,,,Please,"Fisher,J",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6404,Seminar,15235,G01,ARR,"Fisher,J",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
6420,Improving Teaching and Learning,11778,G01,ARR,"TBA,I",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6490,Internship,11779,G01,ARR,"Saul,E",
,Contact Laura Watt at wattl@umsl.edu,,,,,
,"with the course and section number,",,,,,
,copying the instructor on the e-mail,,,,,
,who will indicate that you are,,,,,
,eligible to enroll.,,,,,
,number will be e-mailed back to you.,,,,,
6497,Problems,11780,G01,ARR,"Kyle,W",
,Special Consent Form Required. Course,,,,,
,Outline Form Required prior to,,,,,
,"Registration, with student and",11781,G02,ARR,"Granger,C",
,instructor signature. Contact Laura,,,,,
,Watt at wattl@umsl.edu with the,,,,,
,course number and discipline; section,11782,G03,ARR,"Lewis Harris,J",
,number and attached course outline,,,,,
,with the proper signatures. The,,,,,
,consent number will then be e-mailed,11783,G04,ARR,"TBA,I",
,to you.,,,,,
,,,,,,
,,11784,G06,ARR,"Singer,N",
,,,,,,
,,,,,,
,,11846,G08,ARR,"Westhoff,L",
,,,,,,
,,,,,,
,,11847,G09,ARR,"TBA,I",
,,,,,,
,,,,,,
,,11785,G10,ARR,"Shymansky,J",
,,,,,,
,,,,Online Supplemental fee,,
,,,See Cashiers website for details.,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,11945,G12,ARR,"Saul,E",
,,,,,,
,,,,,,
Social Work,,,,,,
2000,Social Work And Social Issues,12692,1,09:30 - 12:15 pm,"Wells-Glover,L",
,,,,,,
,,,,Please see,,
,,,,,,
,,12693,E01,05:30 - 08:10 pm,"TBA,I",
,,,,Please see,,
,,,,,,
2001,Social Work and Social Issues Lab,12707,1,01:00 - 03:00 pm,"TBA,I",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,12708,2,01:00 - 03:00 pm,"TBA,I",
,,,,,,
,,,,Please see,,
,,,,,,
,,12709,E01,05:30 - 06:45 pm,"TBA,I",
,,,,,,
,,,,Please see,,
,,,,,,
2102,Introduction To Gender Studies,13674,1,ARR,"Swindle,M",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,13675,2,02:00 - 03:15 pm,"Nigro,K",
,,,,,,
,,,,Please see,,
,,,,,,
,,14889,3,ARR,"Carter,B",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
2200,Social Welfare As A Social,12727,1,09:30 - 12:15 pm,"Wells-Glover,L",
,Institution,,,,,
,,,,Please see,,
,,,,,,
2330,Asians In Migration,15092,1,ARR,,
,,,,Please see,,
,,,,,,
3100,Introduction To Strategies for Social,12729,1,12:30 - 03:15 pm,"Vawter,L",
,Work Practice,,,Please see,,
,,,,,,
,,12730,E01,05:30 - 08:10 pm,"Vawter,L",
,,,,Please see,,
,,,,,,
,,14346,M01,11:30 - 02:15 pm,"Curtis,L",
,,,,Please see,,
,,,,,,
3210,Social Issues And Social Policy,12984,1,12:30 - 03:15 pm,"McDermott,C",
,Development,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,12985,E01,05:30 - 08:10 pm,"Sichling,F",
,,,,Please see,,
,,,,,,
3410,Research Design In Social Work,12627,M01,03:00 - 05:45 pm,"Anderson,W",
,,,,Please see,,
,,,,,,
,,12731,E01,05:30 - 08:10 pm,"Guo,B",
,,,,Please see,,
,,,,,,
,,,E01,05:30 - 08:10 pm,"Guo,B",
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,,E01,05:30 - 08:10 pm,"Guo,B",
,,,,Please see,,
,,,,,,
,,,E01,05:30 - 08:10 pm,"Guo,B",
,,,,Please see,,
,,,,,,
,,,E01,05:30 - 08:10 pm,"Guo,B",
,,,,Please see,,
,,,,,,
3510,Human Behavior In The Social,12732,1,09:30 - 12:15 pm,"Williams,S",
,Environment,,,Please see,,
,,,,,,
,,12733,E01,05:30 - 08:10 pm,"Cabrera-Nguyen,E",
,,,,Please see,,
,,,,,,
,,14347,M01,03:00 - 05:45 pm,"Bennett,J",
,,,,Please see,,
,,,,,,
3700,Diversity And Social Justice,12734,1,12:30 - 03:15 pm,"Wells-Glover,L",
,,,,,,
,,,,Please see,,
,,,,,,
,,12735,E01,04:00 - 06:45 pm,"Curtis,L",
,,,,,,
,,,,Please see,,
,,,,,,
4110,Social Work Practice with,12628,M01,03:00 - 05:45 pm,"Curtis,L",
,"Individuals, Families, and Groups",,,Please see,,
,,,,,,
,,12736,1,12:30 - 03:15 pm,"Rosenthal,P",
,,,,Please see,,
,,,,,,
,,12737,E01,05:30 - 08:10 pm,"Williams,S",
,,,,Please see,,
,,,,,,
4300,Social Work Practice with Communities,12629,M01,12:00 - 01:15 pm,"Downs,J",
,,,,Please see,,
,,,,,,
,,12738,1,12:30 - 03:15 pm,"Sichling,F",
,,,,Please see,,
,,,,,,
,,12739,E01,05:30 - 08:10 pm,"TBA,I",
,,,,Please see,,
,,,,,,
4350,Human Service Organizations,12740,1,12:30 - 03:15 pm,"Guo,B",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,1,12:30 - 03:15 pm,"Guo,B",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,1,12:30 - 03:15 pm,"Guo,B",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,,1,12:30 - 03:15 pm,"Guo,B",
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,14507,2,09:30 - 12:15 pm,"Segal,U",
,,,,Please see,,
,,,,,,
4398,Child Maltreatment: A,14637,1,05:30 - 08:00 pm,"Kliethermes,M",
,Multidisciplinary Approach,,,,,
,,,,Please see,,
,,,,,,
4641,Crisis Intervention,14656,1,08:00 - 04:30 pm,"Rosenthal,P",
,,,,Please see,,
,,,,,,
,,,1,01:00 - 05:00 pm,"Rosenthal,P",
,,,,Please see,,
,,,,,,
4800,Supervised Field Experience In Social,12741,1,00:00 - 00:00 am,"Beckerle O'Brien,D",
,Work I,,,,,
,,,,Please see,,
,,,,,,
,,12742,E01,00:00 - 00:00 am,"Beckerle O'Brien,D",
,,,,,,
,,,,Please see,,
,,,,,,
4801,Integratve Field Experience Seminar I,12752,1,03:30 - 05:30 pm,"Beckerle O'Brien,D",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12753,E01,06:00 - 08:00 pm,"Beckerle O'Brien,D",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
4850,Supervised Field Experience In Social,12774,1,00:00 - 00:00 am,"McDermott,C",
,Work II,,,,,
,,,,Please see,,
,,,,,,
,,12775,E01,00:00 - 00:00 am,"McDermott,C",
,,,,,,
,,,,Please see,,
,,,,,,
4851,Integrative Field Seminar II,12778,1,03:30 - 05:30 pm,"McDermott,C",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,12779,E01,06:00 - 08:00 pm,"McDermott,C",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
4900,Special Study,12788,1,00:00 - 00:00 am,"Pierce,L",
,,,,,,
,,,,Please see,,
,,,,,,
,,12789,2,00:00 - 00:00 am,"Rosenthal,P",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,12790,3,00:00 - 00:00 am,"Segal,U",
,,,,,,
,,,,Please see,,
,,,,,,
,,12791,5,00:00 - 00:00 am,"McDermott,C",
,,,,,,
,,,,Please see,,
,,,,,,
,,12792,6,00:00 - 00:00 am,"Curtis,L",
,,,,,,
,,,,Please see,,
,,,,,,
,,15089,7,02:00 - 04:40 pm,"Segal,U",
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
5100,Generalist Social Work Practice,12803,G01,06:45 - 09:30 pm,"Pickard,J",
,,,,Please see,,
,,,,,,
,,12804,G02,06:45 - 09:30 pm,"TBA,I",
,,,,Please see,,
,,,,,,
5200,Social Policy And Social Services,12805,G01,04:00 - 06:30 pm,"TBA,I",
,,,,Please see,,
,,,,,,
5300,Community Practice And Social Change,12806,G01,04:00 - 06:30 pm,"TBA,I",
,,,,Please see,,
,,,,,,
5350,Social Work And Human Service,12807,G01,04:00 - 09:00 pm,"Segal,U",
,Organizations,,,Please see,,
,,,,,,
5410,Social Work Research Methods And,13677,G01,04:00 - 06:30 pm,"Porterfield,S",
,Analysis I,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,13678,G02,04:00 - 06:30 pm,"Shen,H",
,,,,Please see,,
,,,,,,
,,15218,M01,04:00 - 06:30 pm,"Downs,J",
,,,,Please see,,
,,,,,,
5450,Social Work Research Methods And,12986,G01,04:00 - 06:30 pm,"Shen,H",
,Analysis II,,,Please see,,
,,,,,,
,,14543,G02,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
5500,Foundations Of Human Behavior In The,13642,G01,04:00 - 09:00 pm,"Pickard,J",
,Social Environment,,,This is,,
,,,,,,
,,,,Students must,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
5700,Diversity and Social Justice for,13681,G01,09:00 - 05:00 pm,"Wells-Glover,L",
,Social Work,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,G01,09:00 - 05:00 pm,"Wells-Glover,L",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,G01,09:00 - 05:00 pm,"Wells-Glover,L",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,G01,01:00 - 05:00 pm,"Wells-Glover,L",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,,G01,01:00 - 05:00 pm,"Wells-Glover,L",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,G01,01:00 - 05:00 pm,"Wells-Glover,L",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
6150,Theory And Practice With Families,12987,G01,04:00 - 06:30 pm,"Pierce,L",
,,,,Please see,,
,,,,,,
,,12988,G02,06:45 - 09:15 pm,"Cabrera-Nguyen,E",
,,,,Please see,,
,,,,,,
6160,Advanced Social Work Practice Across,12989,G01,04:00 - 06:30 pm,"TBA,I",
,the Life Span,,,Please see,,
,,,,,,
6200,Family Policy,12990,G01,06:45 - 09:15 pm,"TBA,I",
,,,,Please see,,
,,,,,,
6300,Leadership and Management in,13984,G01,06:55 - 09:35 pm,"Hosto-Marti,B",
,Nonprofit Organizations,,,,,
,,,,Please see,,
,,,,,,
6311,Staff Management Issues in Nonprofit,14309,G01,06:55 - 09:35 pm,"Lane,E",
,Organizations,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,G01,06:55 - 09:35 pm,"Lane,E",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,G01,06:55 - 09:35 pm,"Lane,E",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,G01,06:55 - 09:35 pm,"Lane,E",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
,,,G01,06:55 - 09:35 pm,"Lane,E",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
6312,Legal Issues in Managing Nonprofit,14775,G01,07:00 - 09:30 pm,"Sise,D",
,Organizations,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,G01,07:00 - 09:30 pm,"Sise,D",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,G01,ARR,"Sise,D",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
6313,Financial Issues in Managing,14310,G01,06:55 - 09:35 pm,"Stuerke,P",
,Nonprofit Organizations,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,G01,06:55 - 09:35 pm,"Stuerke,P",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,G01,06:55 - 09:35 pm,"Stuerke,P",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,G01,06:55 - 09:35 pm,"Stuerke,P",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,G01,06:55 - 09:35 pm,"Stuerke,P",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
6400,Practice And Program Evaluation,12991,G01,04:00 - 06:30 pm,"Pierce,L",
,,,,Please see,,
,,,,,,
,,,,,,
 ,,CLASS#,SEC,TIME,INSTRUCTOR,
_______________________________________________________________________________________________________________________________________________________________________,,,,,,
6443,Health Care Policy,14300,G01,06:45 - 09:30 pm,"Porterfield,S",
,,,,,,
,,,,Please see,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
6444,Integrated Health Care,14482,G01,ARR,"Johnson,S",
,,,,,,
,,,,Please see,,
,,,,,,
6449,Human Resources In The Public Sector,14946,G01,06:55 - 09:35 pm,"Liao,Y",
,,,,,,
,,,,Please see,,
,,,,,,
6450,Gerontological Assessment,11446,G02,08:30 - 02:30 pm,"Meuser,T",
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
,,,G02,05:30 - 08:10 pm,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
6601,Evid Bsd Approaches in Direct SW,12992,G01,09:00 - 05:00 pm,"TBA,I",
,Practice: Cog & Rational Emotive,,,,,
,Behavioral Therapy Models,,,,,
,,,,Please see,,
,,,,,,
,,,G01,09:00 - 05:00 pm,"TBA,I",
,,,,,,
,,,,,,
,,,,Please see,,
,,,,,,
6603,Evid Bsd Approaches in Dir SWork,12993,G01,09:00 - 05:00 pm,"TBA,I",
